sentiment,sentence,processed,vector
1,@jtripodi hi! You're awsome! K? Bye ,"['hi', 'awsom', 'k', '?', 'bye']",[0. 0. 0. ... 0. 0. 0.]
1,@_Chelsea_Marie does target ship things to london? thanks so much! im such a demi fan shes amazing! ,"['target', 'ship', 'thing', 'london', '?', 'thank', 'much', 'im', 'demi', 'fan', 'she', 'amaz']",[0. 0. 0. ... 0. 0. 0.]
0,Oh nooo Demi in Seattle two days after we leave ,"['oh', 'nooo', 'demi', 'seattl', 'two', 'day', 'leav']",[0. 0. 0. ... 0. 0. 0.]
0,@KING5Seattle I wish there was no rain! I'm hosting a party and at 5 am this morning I had to hurry up and get it set up indoors instead ,"['wish', 'rain', ""i'm"", 'host', 'parti', 'morn', 'hurri', 'get', 'set', 'indoor', 'instead']",[0. 0. 0. ... 0. 0. 0.]
0,No launch. NASA sucks. Share the pain with at @Schingler @bethbeck @toddicus ,"['launch', '.', 'nasa', 'suck', '.', 'share', 'pain']",[0. 0. 0. ... 0. 0. 0.]
0,i feel unloved. dropped 2 tweeters ,"['feel', 'unlov', '.', 'drop', 'tweeter']",[0. 0. 0. ... 0. 0. 0.]
1,"totally looking forward to my adventure day with @elissaislegit tomorrow  Lakers, Zac, the hood, SAYWHHA!?!?! &lt;33 Night kidzz.","['total', 'look', 'forward', 'adventur', 'day', 'tomorrow', 'laker', ',', 'zac', ',', 'hood', ',', 'saywhha', '?', '?', 'lt', ';', '33', 'night', 'kidzz', '.']",[0. 0. 0. ... 0. 0. 0.]
1,Thanks to my new followers! ,"['thank', 'new', 'follow']",[0. 0. 0. ... 0. 0. 0.]
0,is at Beso in Hollywood... so tired ,"['beso', 'hollywood', '...', 'tire']",[0. 0. 0. ... 0. 0. 0.]
1,Yayy! Just got my ticket for the What Happens In Vegas Tour! ,"['yayi', 'got', 'ticket', 'happen', 'vega', 'tour']",[0. 0. 0. ... 0. 0. 0.]
0,Missed the Taylor Swift special on NBC cause i was at work ,"['miss', 'taylor', 'swift', 'special', 'nbc', 'caus', 'work']",[0. 0. 0. ... 0. 0. 0.]
1,@ddlovato I HAVE A SURPRISE FOR YOU WHEN U COME TO LONDON  cnt wait to seeya ! &lt;3,"['surpris', 'u', 'come', 'london', 'cnt', 'wait', 'seeya', 'lt', ';', '3']",[0. 0. 0. ... 0. 0. 0.]
0,"Dropped my iPhone, now it has a horrible scratch  think it's trying to commit suicide because it knows it's not a 3GS.","['drop', 'iphon', ',', 'horribl', 'scratch', 'think', 'tri', 'commit', 'suicid', 'know', 'gs', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"wow, wife's weds surgery w/complications.  grandpa passed away today.  now 5yr old is running fever. can I get a do-over for this week? ","['wow', ',', ""wife'"", 'wed', 'surgeri', 'w', 'complic', '.', 'grandpa', 'pass', 'away', 'today', '.', 'yr', 'old', 'run', 'fever', '.', 'get', 'do-ov', 'week', '?']",[0. 0. 0. ... 0. 0. 0.]
0,@jokerrrr It stillllll hasn't arrived ,"['stillllll', 'arriv']",[0. 0. 0. ... 0. 0. 0.]
1,"i think all musicians should release instrumental versions of their previous albums, like taylor swift did. i love instrumental versions! ","['think', 'musician', 'releas', 'instrument', 'version', 'previou', 'album', ',', 'like', 'taylor', 'swift', '.', 'love', 'instrument', 'version']",[0. 0. 0. ... 0. 0. 0.]
0,"I'm tired. I feel like crap. And the world feels all crummy. Make me happy, USB disco mouse. ","[""i'm"", 'tire', '.', 'feel', 'like', 'crap', '.', 'world', 'feel', 'crummi', '.', 'make', 'happi', ',', 'usb', 'disco', 'mous', '.']",[0. 0. 0. ... 0. 0. 0.]
0,okay; my computer officially hates me.. -.- can't go on the internet; can't render vids on sony vegas.. ugh.. ,"['okay', ';', 'comput', 'offici', 'hate', '.', '.', '.', ""can't"", 'go', 'internet', ';', ""can't"", 'render', 'vid', 'soni', 'vega', '.', '.', 'ugh', '.', '.']",[0. 0. 0. ... 0. 0. 0.]
1,Moments away of ending our 14 year wait to go back to the finals. Sorry Lebron had his chance last year. Our turn now ,"['moment', 'away', 'end', 'year', 'wait', 'go', 'back', 'final', '.', 'sorri', 'lebron', 'chanc', 'last', 'year', '.', 'turn']",[0. 0. 0. ... 0. 0. 0.]
0,Good morning. I finally have a fever to go along with my colds. Might have to skip rehearsals tonight.  This sucls!,"['good', 'morn', '.', 'final', 'fever', 'go', 'along', 'cold', '.', 'might', 'skip', 'rehears', 'tonight', '.', 'sucl']",[0. 0. 0. ... 0. 0. 0.]
0,Just listening to my ipod the climb. wel it just ran out of batry ,"['listen', 'ipod', 'climb', '.', 'wel', 'ran', 'batri']",[0. 0. 0. ... 0. 0. 0.]
0,has a massive headache ,"['massiv', 'headach']",[0. 0. 0. ... 0. 0. 0.]
0,is strangely sad about LiLo and SamRo breaking up. ,"['strang', 'sad', 'lilo', 'samro', 'break', '.']",[0. 0. 0. ... 0. 0. 0.]
0,promotion was pretty boring. im gonna miss some people.. im so fuckin sick.my head hurts and i gt a fever ,"['promot', 'pretti', 'bore', '.', 'im', 'gonna', 'miss', 'peopl', '.', '.', 'im', 'fuckin', 'sick', '.', 'head', 'hurt', 'gt', 'fever']",[0. 0. 0. ... 0. 0. 0.]
0,"@emitstop So true, I have it and don't use it ","['true', ',', 'use']",[0. 0. 0. ... 0. 0. 0.]
0,"@lenesha but Im not feeling well, mommy... ","['im', 'feel', 'well', ',', 'mommi', '...']",[0. 0. 0. ... 0. 0. 0.]
0,I hope since @oprah is friends with @ev she doesn't make a call to get me destroyed  #herebeforeoprah,"['hope', 'sinc', 'friend', 'make', 'call', 'get', 'destroy']",[0. 0. 0. ... 0. 0. 0.]
1,going to pick up @30comau in a sec its our anniversary today ,"['go', 'pick', 'sec', 'anniversari', 'today']",[0. 0. 0. ... 0. 0. 0.]
1,"Got me a spangly new PSP-3000 today, in Mystic Silver, with a copy of Resistance Retribution. Happy bunny! ","['got', 'spangli', 'new', 'psp-3000', 'today', ',', 'mystic', 'silver', ',', 'copi', 'resist', 'retribut', '.', 'happi', 'bunni']",[0. 0. 0. ... 0. 0. 0.]
0,"Slow, unproductive day at work today. I guess I'll just try out Marvel Ultimate Alliance on PSP. ","['slow', ',', 'unproduct', 'day', 'work', 'today', '.', 'guess', ""i'll"", 'tri', 'marvel', 'ultim', 'allianc', 'psp', '.']",[0. 0. 0. ... 0. 0. 0.]
0,TGIF! it's been a long long first week back at work. Wish I were on line for the new iPhone  #squarespace #unc.. http://tinyurl.com/muu2rr,"['tgif', 'long', 'long', 'first', 'week', 'back', 'work', '.', 'wish', 'line', 'new', 'iphon', '.', '.']",[0. 0. 0. ... 0. 0. 0.]
0,damn it 150 on xbox . . . but lets see how much it really costs in vegas ,"['damn', 'xbox', '.', '.', '.', 'let', 'see', 'much', 'realli', 'cost', 'vega']",[0. 0. 0. ... 0. 0. 0.]
0,"l want, but I can't sleep ","['l', 'want', ',', ""can't"", 'sleep']",[0. 0. 0. ... 0. 0. 0.]
1,@ShawnORourke lol tru dat! thanks bro! ,"['lol', 'tru', 'dat', 'thank', 'bro']",[0. 0. 0. ... 0. 0. 0.]
0,"at work, ready to start my day...I miss my babies already. What am I going to do without them for 6 days while I'm in Vegas? ","['work', ',', 'readi', 'start', 'day', '...', 'miss', 'babi', 'alreadi', '.', 'go', 'without', 'day', ""i'm"", 'vega', '?']",[0. 0. 0. ... 0. 0. 0.]
0,Anyone using #TweetDeck?  Their latest version update v0.25.1b still does not allow me to response #Facebook status... ,"['anyon', 'use', '?', 'latest', 'version', 'updat', 'v0', '.', '25', '.', '1b', 'still', 'allow', 'respons', 'statu', '...']",[0. 0. 0. ... 0. 0. 0.]
1,@nickjonas Are You Gunna Go Shopping? =D London Rocks For Shopping  x,"['gunna', 'go', 'shop', '?', 'london', 'rock', 'shop', 'x']",[0. 0. 0. ... 0. 0. 0.]
0,@DXPetti awww doesn't work on iPhone yet hurry up YouTube ,"['awww', 'work', 'iphon', 'yet', 'hurri', 'youtub']",[0. 0. 0. ... 0. 0. 0.]
0,my dog has cancer. ,"['dog', 'cancer', '.']",[0. 0. 0. ... 0. 0. 0.]
0,JTH and CR dropped from the England team. ,"['jth', 'cr', 'drop', 'england', 'team', '.']",[0. 0. 0. ... 0. 0. 0.]
0,Southend Tommorow Supporting People At The Race For Life Marathon. My Cousin &amp; Aunty Are Running For My Grandad Who Died Of Lung Cancer ,"['southend', 'tommorow', 'support', 'peopl', 'race', 'life', 'marathon', '.', 'cousin', 'amp', ';', 'aunti', 'run', 'grandad', 'die', 'lung', 'cancer']",[0. 0. 0. ... 0. 0. 0.]
1,@DwightHoward great job Dwight! I pray you also win against the Cavs. ,"['great', 'job', 'dwight', 'pray', 'also', 'win', 'cav', '.']",[0. 0. 0. ... 0. 0. 0.]
0,So tired from my cancer walk  ready for bed!,"['tire', 'cancer', 'walk', 'readi', 'bed']",[0. 0. 0. ... 0. 0. 0.]
0,@nattysweetie jealous i was stuck inside  hows london? xxx,"['jealou', 'stuck', 'insid', 'how', 'london', '?', 'xxx']",[0. 0. 0. ... 0. 0. 0.]
0,Facebook Make me SAD  T.T,"['facebook', 'make', 'sad', 't.']",[0. 0. 0. ... 0. 0. 0.]
0,Wishing i had gotten off my butt to try to see Obama today...Draggin` @ work...I didnt have pancakes ,"['wish', 'gotten', 'butt', 'tri', 'see', 'obama', 'today', '...', 'draggin', '`', 'work', '...', 'didnt', 'pancak']",[0. 0. 0. ... 0. 0. 0.]
0,"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible.","['aww', 'earthquak', 'itali', 'made', 'sad', 'saw', 'pic', 'news', ',', 'terribl', '.']",[0. 0. 0. ... 0. 0. 0.]
0,Got a bad headache boo  FML!,"['got', 'bad', 'headach', 'boo', 'fml']",[0. 0. 0. ... 0. 0. 0.]
0,"@SongzYuuup the Cavs arent doing their job offensively...cant win, if you dont make shots..i think its a wrap ","['cav', 'arent', 'job', 'offens', '...', 'cant', 'win', ',', 'dont', 'make', 'shot', '.', '.', 'think', 'wrap']",[0. 0. 0. ... 0. 0. 0.]
0,Crazy wind today = no birding  http://ff.im/1XTTi,"['crazi', 'wind', 'today', '=', 'bird']",[0. 0. 0. ... 0. 0. 0.]
1,Can't wait to see stuff on LittleBigPlanet Portable for PSP. ,"[""can't"", 'wait', 'see', 'stuff', 'littlebigplanet', 'portabl', 'psp', '.']",[0. 0. 0. ... 0. 0. 0.]
1,@Alex_Jeffreys Welcome back. Emailed you earlier this morning with some stuff. We'll speak real soon. What a time in Vegas we all had ,"['welcom', 'back', '.', 'email', 'earlier', 'morn', 'stuff', '.', ""we'll"", 'speak', 'real', 'soon', '.', 'time', 'vega']",[0. 0. 0. ... 0. 0. 0.]
1,you guys should check out fred on youtube hes our favorite youtube star ,"['guy', 'check', 'fred', 'youtub', 'he', 'favorit', 'youtub', 'star']",[0. 0. 0. ... 0. 0. 0.]
0,@ddlovato OOh demi... I want to go to your show... but I can't because I'm from Brazil..  so come back!! i miss you!! :/,"['ooh', 'demi', '...', 'want', 'go', 'show', '...', ""can't"", ""i'm"", 'brazil', '.', '.', 'come', 'back', 'miss', ':']",[0. 0. 0. ... 0. 0. 0.]
0,I'm so upset that I missed my chat and quiz online because my free internet has ceased ,"[""i'm"", 'upset', 'miss', 'chat', 'quiz', 'onlin', 'free', 'internet', 'ceas']",[0. 0. 0. ... 0. 0. 0.]
1,On the bus and ready to go  about to watch twilight on Meredith's ipod.,"['bu', 'readi', 'go', 'watch', 'twilight', ""meredith'"", 'ipod', '.']",[0. 0. 0. ... 0. 0. 0.]
1,@stevonelson  I like that one. I've used it on a project here.,"['like', 'one', '.', ""i'v"", 'use', 'project', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"@ian_si I stick to main roads. That said, I just lost my ipod while jogging.. too dark to find it. Rather upset ","['stick', 'main', 'road', '.', 'said', ',', 'lost', 'ipod', 'jog', '.', '.', 'dark', 'find', '.', 'rather', 'upset']",[0. 0. 0. ... 0. 0. 0.]
0,@TheEllenShow Josiah Leming's mom lost her battle to cancer yesterday  Such an amazing woman. I hope you will have him on your show again.,"['josiah', ""leming'"", 'mom', 'lost', 'battl', 'cancer', 'yesterday', 'amaz', 'woman', '.', 'hope', 'show', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"NEED Starbucks.....oh yeah, we don't have one!!!  ","['need', 'starbuck', '...', '.', '.', 'oh', 'yeah', ',', 'one']",[0. 0. 0. ... 0. 0. 0.]
1,ok... headed to bed. tomorrow I open shop for freddy and eddy ,"['ok', '...', 'head', 'bed', '.', 'tomorrow', 'open', 'shop', 'freddi', 'eddi']",[0. 0. 0. ... 0. 0. 0.]
0,should've been asleep two hours ago ,"['asleep', 'two', 'hour', 'ago']",[0. 0. 0. ... 0. 0. 0.]
0,why is Project Gotham Racing for XBOX only ,"['project', 'gotham', 'race', 'xbox']",[0. 0. 0. ... 0. 0. 0.]
1,im going to danniis party nd im gona dress up as a giant duck  yaay!!,"['im', 'go', 'dannii', 'parti', 'nd', 'im', 'gona', 'dress', 'giant', 'duck', 'yaay']",[0. 0. 0. ... 0. 0. 0.]
1,wants the new psp. It's SOOOOO COOL!! ,"['want', 'new', 'psp', '.', 'sooooo', 'cool']",[0. 0. 0. ... 0. 0. 0.]
0,@lamilondon its reggae night @ sway lil sis I'm sad  Grrr. @mightyxtra can u let me know these things in advance lol,"['regga', 'night', 'sway', 'lil', 'si', ""i'm"", 'sad', 'grrr', '.', 'u', 'let', 'know', 'thing', 'advanc', 'lol']",[0. 0. 0. ... 0. 0. 0.]
1,"@ddlovato  ohh myy goshh!! ,, are you the opening act for the jonas brothers at wembley in London on the 15th of june ?? xx ","['ohh', 'myy', 'goshh', ',', ',', 'open', 'act', 'jona', 'brother', 'wembley', 'london', 'th', 'june', '?', '?', 'xx']",[0. 0. 0. ... 0. 0. 0.]
0,I'm clearly a lakers hater... Just FYI ,"[""i'm"", 'clearli', 'laker', 'hater', '...', 'fyi']",[0. 0. 0. ... 0. 0. 0.]
0,"@SallytheShizzle  poor salsal *HUGS* i get headaches from my short sited..ness, when i dont wear my glasses and try focus long distances.","['poor', 'salsal', 'hug', 'get', 'headach', 'short', 'site', '.', '.', 'ness', ',', 'dont', 'wear', 'glass', 'tri', 'focu', 'long', 'distanc', '.']",[0. 0. 0. ... 0. 0. 0.]
0,Where's DotP for the PS3?  I can't afford an XBOX360 ,"[""where'"", 'dotp', 'ps3', '?', ""can't"", 'afford', 'xbox360']",[0. 0. 0. ... 0. 0. 0.]
0,"I've just noticed that my right eye is majorly swollen, damn hay fever! And just saw the must shocking news on T.V,David Carradine died.  ","[""i'v"", 'notic', 'right', 'eye', 'majorli', 'swollen', ',', 'damn', 'hay', 'fever', 'saw', 'must', 'shock', 'news', 't.', 'v', ',', 'david', 'carradin', 'die', '.']",[0. 0. 0. ... 0. 0. 0.]
1,It's Amazing Lakers mission Completed ,"['amaz', 'laker', 'mission', 'complet']",[0. 0. 0. ... 0. 0. 0.]
0,@luke01688 That's my exact Starbucks drink. And there is no Starbucks to be found... ,"[""that'"", 'exact', 'starbuck', 'drink', '.', 'starbuck', 'found', '...']",[0. 0. 0. ... 0. 0. 0.]
1,@obama_binladen  sure tell me about the project that you received funding for! thats great news ,"['sure', 'tell', 'project', 'receiv', 'fund', 'that', 'great', 'news']",[0. 0. 0. ... 0. 0. 0.]
0,@vickytcobra i'm sorry your day wasn't so good  does it make you feel better to know you're beating oprah on ms twitterworld?,"[""i'm"", 'sorri', 'day', 'good', 'make', 'feel', 'better', 'know', 'beat', 'oprah', 'ms', 'twitterworld', '?']",[0. 0. 0. ... 0. 0. 0.]
0,"@sanasaleem Since when? I'm officially broke, everyone knows that ","['sinc', '?', ""i'm"", 'offici', 'broke', ',', 'everyon', 'know']",[0. 0. 0. ... 0. 0. 0.]
0,"Pretty sure I got shorted on my drink size at mcdonalds, and I didn't get a glass.  off to the theatre soon.","['pretti', 'sure', 'got', 'short', 'drink', 'size', 'mcdonald', ',', 'get', 'glass', '.', 'theatr', 'soon', '.']",[0. 0. 0. ... 0. 0. 0.]
0,Needs a starbucks ,"['need', 'starbuck']",[0. 0. 0. ... 0. 0. 0.]
1,waking up with my nespresso ,"['wake', 'nespresso']",[0. 0. 0. ... 0. 0. 0.]
0,@butterballs_mc yes because a plane air france crashed !!!!! more french and brazilian are died ,"['ye', 'plane', 'air', 'franc', 'crash', 'french', 'brazilian', 'die']",[0. 0. 0. ... 0. 0. 0.]
1,"@TrueGabe yep to the wine, and feijoa sorbet, muffins, chutney etc... we have a large tree  always open to suggestions tho ","['yep', 'wine', ',', 'feijoa', 'sorbet', ',', 'muffin', ',', 'chutney', 'etc', '...', 'larg', 'tree', 'alway', 'open', 'suggest', 'tho']",[0. 0. 0. ... 0. 0. 0.]
0,DAMN LAKERS! I wanted ORLANDO to WIN! ,"['damn', 'laker', 'want', 'orlando', 'win']",[0. 0. 0. ... 0. 0. 0.]
0,@SimoneKali Get me an autograph and shout out! You have to record it though. My computer is dead so I can't listen. ,"['get', 'autograph', 'shout', 'record', 'though', '.', 'comput', 'dead', ""can't"", 'listen', '.']",[0. 0. 0. ... 0. 0. 0.]
1,"Amazing night in Dallas with my Advanced TV Production class  Happy Birhtday, Sam!!","['amaz', 'night', 'dalla', 'advanc', 'tv', 'product', 'class', 'happi', 'birhtday', ',', 'sam']",[0. 0. 0. ... 0. 0. 0.]
1,just playing psp .. ,"['play', 'psp', '.', '.']",[0. 0. 0. ... 0. 0. 0.]
1,The Best Day - Taylor Swift ,"['best', 'day', 'taylor', 'swift']",[0. 0. 0. ... 0. 0. 0.]
1,--plotting like i'm mike..'game plan:pass the ball to lebron AT ALL TIMES and DONT FOUL'..certainly we'll win  haha..go cavs goooo!,"['plot', 'like', ""i'm"", 'mike', '.', '.', ""'"", 'game', 'planass', 'ball', 'lebron', 'time', 'dont', 'foul', ""'"", '.', '.', 'certainli', ""we'll"", 'win', 'haha', '.', '.', 'go', 'cav', 'goooo']",[0. 0. 0. ... 0. 0. 0.]
0,Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?,"['ooh', 'hayfev', 'struck', '.', '.', 'thought', 'go', 'avoid', 'year', 'nooo', 'remedi', 'anyon', '...', '?']",[0. 0. 0. ... 0. 0. 0.]
0,@Darkestwizz YouTube wouldn't let me upload my video yesterday ,"['youtub', 'let', 'upload', 'video', 'yesterday']",[0. 0. 0. ... 0. 0. 0.]
0,"Cancer sucks, and the worst part is seeing what the chemo side effects are on my little girl ","['cancer', 'suck', ',', 'worst', 'part', 'see', 'chemo', 'side', 'effect', 'littl', 'girl']",[0. 0. 0. ... 0. 0. 0.]
0,@AnnaSaccone my aunite just made a mean comment about me and said i was fat  and missing the bf. how r u? xxx,"['aunit', 'made', 'mean', 'comment', 'said', 'fat', 'miss', 'bf', '.', 'r', 'u', '?', 'xxx']",[0. 0. 0. ... 0. 0. 0.]
1,1 vs 100 on Xbox Live was fun ,"['vs', 'xbox', 'live', 'fun']",[0. 0. 0. ... 0. 0. 0.]
1,My hair is blue. ,"['hair', 'blue', '.']",[0. 0. 0. ... 0. 0. 0.]
0,@SarahReedSC treaty isn't defined ,"['treati', 'defin']",[0. 0. 0. ... 0. 0. 0.]
0,@pspaddict007 i dont wanna be in the club! ,"['dont', 'wanna', 'club']",[0. 0. 0. ... 0. 0. 0.]
0,is wishing i was going to be in LA w/ da fam for the LAKERS Parade  but I gotta stay on my grind .. operation: get out of san diego!! &lt;3,"['wish', 'go', 'la', 'w', 'da', 'fam', 'laker', 'parad', 'gotta', 'stay', 'grind', '.', '.', 'oper', ':', 'get', 'san', 'diego', 'lt', ';', '3']",[0. 0. 0. ... 0. 0. 0.]
0,"Xbox 360 RROD'd - again!  Two times already, damn you Micro$oft.  ","['xbox', ""rrod'd"", 'two', 'time', 'alreadi', ',', 'damn', 'micro', 'oft', '.']",[0. 0. 0. ... 0. 0. 0.]
0,My sticker is about to fall off.  my Breast Cancer sticker I got from Danny's party - I stuck it on my phone. ,"['sticker', 'fall', '.', 'breast', 'cancer', 'sticker', 'got', ""danny'"", 'parti', 'stuck', 'phone', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"obama, why are images of rape at abu ghraib &quot;not particularly sensational&quot;?! just cuz it's no surprise that the military is cool w/ rape? ","['obama', ',', 'imag', 'rape', 'abu', 'ghraib', 'quot', ';', 'particularli', 'sensat', 'quot', ';', '?', 'cuz', 'surpris', 'militari', 'cool', 'w', 'rape', '?']",[0. 0. 0. ... 0. 0. 0.]
0,"@nrg07 i knooww.. i once watched marley and me and oprah at the same day, and i sick of crying ","['knooww', '.', '.', 'watch', 'marley', 'oprah', 'day', ',', 'sick', 'cri']",[0. 0. 0. ... 0. 0. 0.]
0,"@mattmacdonaldis epic loss  I was disappointed in LeBron, he just couldn't sink anything in the second half.","['epic', 'loss', 'disappoint', 'lebron', ',', 'sink', 'anyth', 'second', 'half', '.']",[0. 0. 0. ... 0. 0. 0.]
0,Got Fever  so tired,"['got', 'fever', 'tire']",[0. 0. 0. ... 0. 0. 0.]
0,sorry. something's getting my facebook stuff and tweeting it. ,"['sorri', '.', ""something'"", 'get', 'facebook', 'stuff', 'tweet', '.']",[0. 0. 0. ... 0. 0. 0.]
1,@mollieandjackie Love and Theft is AMAZING! They opened for Taylor Swift back last year!!! Miss ya'll!!! ,"['love', 'theft', 'amaz', 'open', 'taylor', 'swift', 'back', 'last', 'year', 'miss', ""ya'll""]",[0. 0. 0. ... 0. 0. 0.]
1,i'm really happy. i get to see taylor swift and i got my TOMS shoes today ,"[""i'm"", 'realli', 'happi', '.', 'get', 'see', 'taylor', 'swift', 'got', 'tom', 'shoe', 'today']",[0. 0. 0. ... 0. 0. 0.]
1,"Back in Sydney. *Hugs*, Everyone ","['back', 'sydney', '.', 'hug', ',', 'everyon']",[0. 0. 0. ... 0. 0. 0.]
1,@Dannymcfly heyhey  and they love youuu! hahahaha! having a good time over in brazil then?,"['heyhey', 'love', 'youuu', 'hahahaha', 'good', 'time', 'brazil', '?']",[0. 0. 0. ... 0. 0. 0.]
1,Going to Seattle again!  #boarding SFO to SEA -  http://v.cristdr.com/3MK,"['go', 'seattl', 'sfo', 'sea']",[0. 0. 0. ... 0. 0. 0.]
1,"@thedebbyryan debby *-* hi, i'm carol from brazil, and i love you so much *-* please reply me ","['debbi', 'hi', ',', ""i'm"", 'carol', 'brazil', ',', 'love', 'much', 'pleas', 'repli']",[0. 0. 0. ... 0. 0. 0.]
1,"@mandyblake  I was just about to X out of here for the night and saw your post, I started laughing!  You are funny!!  ","['x', 'night', 'saw', 'post', ',', 'start', 'laugh', 'funni']",[0. 0. 0. ... 0. 0. 0.]
1,@mistadee - I've got Tweetie for the iPod Touch - recommended ,"[""i'v"", 'got', 'tweeti', 'ipod', 'touch', 'recommend']",[0. 0. 0. ... 0. 0. 0.]
1,Blackberry Bold and Kingston 8gb microsd card en route ,"['blackberri', 'bold', 'kingston', 'gb', 'microsd', 'card', 'en', 'rout']",[0. 0. 0. ... 0. 0. 0.]
1,You Belong With Me;Taylor Swift  That music video is officially THEE cutest everrrrr. I can't help but squel everytime I see it &lt;3,"['belong', ';', 'taylor', 'swift', 'music', 'video', 'offici', 'thee', 'cutest', 'everrrrr', '.', ""can't"", 'help', 'squel', 'everytim', 'see', 'lt', ';', '3']",[0. 0. 0. ... 0. 0. 0.]
1,YAY!!!! LAKERS WIN ,"['yay', 'laker', 'win']",[0. 0. 0. ... 0. 0. 0.]
1,@Dr_DinaSadik Awesome!  u'll definitely know some swear words then! haha,"['awesom', ""u'll"", 'definit', 'know', 'swear', 'word', 'haha']",[0. 0. 0. ... 0. 0. 0.]
1,brand new 8GB ipod touch for sale! at reduced price of course. ,"['brand', 'new', 'gb', 'ipod', 'touch', 'sale', 'reduc', 'price', 'cours', '.']",[0. 0. 0. ... 0. 0. 0.]
1,Guess who has a new job?! Oh yeah...i do! And i'm going to be working with @lebron1004! Yay!! ,"['guess', 'new', 'job', '?', 'oh', 'yeah', '...', ""i'm"", 'go', 'work', 'yay']",[0. 0. 0. ... 0. 0. 0.]
1,listening to dashboard &quot;ghost of a good thing&quot; mannn definitely takes me down memory lane  good night kids,"['listen', 'dashboard', 'quot', ';', 'ghost', 'good', 'thing', 'quot', ';', 'mannn', 'definit', 'take', 'memori', 'lane', 'good', 'night', 'kid']",[0. 0. 0. ... 0. 0. 0.]
1,"Wow, another sunny day in London! Maybe it really has changed its mind about being a miserable sod all the time ","['wow', ',', 'anoth', 'sunni', 'day', 'london', 'mayb', 'realli', 'chang', 'mind', 'miser', 'sod', 'time']",[0. 0. 0. ... 0. 0. 0.]
1,Raining Thursday in Brazil!!! And My mom's Birthay...  That woman is a warrior... Have a great day everyone!,"['rain', 'thursday', 'brazil', ""mom'"", 'birthay', '...', 'woman', 'warrior', '...', 'great', 'day', 'everyon']",[0. 0. 0. ... 0. 0. 0.]
1,@ PBnJen : Thanks for the great tour and making me even more excited to work in PR!  You Rock and so does S&amp;B-would love to work there!,"['pbnjen', ':', 'thank', 'great', 'tour', 'make', 'even', 'excit', 'work', 'pr', 'rock', 'amp', ';', 'b-would', 'love', 'work']",[0. 0. 0. ... 0. 0. 0.]
0,@AshleyLTMSYF hi ash where are you now? im so jealous coz i cant see the vid u posted on youtube while u were in Manila huhu ,"['hi', 'ash', '?', 'im', 'jealou', 'coz', 'cant', 'see', 'vid', 'u', 'post', 'youtub', 'u', 'manila', 'huhu']",[0. 0. 0. ... 0. 0. 0.]
1,"@garpu Great! I've actually always wanted to visit Seattle, so perhaps some day. ","['great', ""i'v"", 'actual', 'alway', 'want', 'visit', 'seattl', ',', 'perhap', 'day', '.']",[0. 0. 0. ... 0. 0. 0.]
0,in biology class. my lip hurts ,"['biolog', 'class', '.', 'lip', 'hurt']",[0. 0. 0. ... 0. 0. 0.]
0,Hamu is on my tour tm!!!! I'm excited ,"['hamu', 'tour', 'tm', ""i'm"", 'excit']",[0. 0. 0. ... 0. 0. 0.]
0,this army called pollen is trying to kill me  my hayfever is sooooo bad helppppp! lol,"['armi', 'call', 'pollen', 'tri', 'kill', 'hayfev', 'sooooo', 'bad', 'helppppp', 'lol']",[0. 0. 0. ... 0. 0. 0.]
0,"aww i feel bad for lebron, he tried so hard but he has no other help on his team  he's still king james!","['aww', 'feel', 'bad', 'lebron', ',', 'tri', 'hard', 'help', 'team', ""he'"", 'still', 'king', 'jame']",[0. 0. 0. ... 0. 0. 0.]
0,@LeoWolfe PS. I was just trying to talk to you on facebook but you ignored me! ,"['ps', '.', 'tri', 'talk', 'facebook', 'ignor']",[0. 0. 0. ... 0. 0. 0.]
0,"I just got the E 74 error from my Xbox 360; in other words, it's dead  #fb","['got', 'e', 'error', 'xbox', ';', 'word', ',', 'dead']",[0. 0. 0. ... 0. 0. 0.]
1,"@VegasBill Now that, I'd like to see. ","[',', ""i'd"", 'like', 'see', '.']",[0. 0. 0. ... 0. 0. 0.]
1,@KVAY2K  Hope you  are having a wonderful night.   I will be up again all night.  Sent you a message on YOUTUBE.  ,"['hope', 'wonder', 'night', '.', 'night', '.', 'sent', 'messag', 'youtub', '.']",[0. 0. 0. ... 0. 0. 0.]
0,missin' the boo ,"['missin', ""'"", 'boo']",[0. 0. 0. ... 0. 0. 0.]
0,sad day: manu out for the season ,"['sad', 'day', ':', 'manu', 'season']",[0. 0. 0. ... 0. 0. 0.]
0,"ready for nice weather, day drinking &amp; not to ever be a student again ","['readi', 'nice', 'weather', ',', 'day', 'drink', 'amp', ';', 'ever', 'student']",[0. 0. 0. ... 0. 0. 0.]
0,going thru town and traffic on bypass is stink ,"['go', 'thru', 'town', 'traffic', 'bypass', 'stink']",[0. 0. 0. ... 0. 0. 0.]
