sentiment|sentence|sentiment_score|confidence_rating|explanation_score|explanation|processed|vector|results|fold
0|Worst service to boot, but that is the least of their worries.|-0.8666666666666667|0.8666666666666667|0.8000000000000002|The overall sentiment expressed in the statements is highly negative, with strong dissatisfaction and multiple indicators of poor service.|['worst', 'servic', 'boot', ',', 'least', 'worri', '.']|"[ 0.          0.          0.         ... -0.86666667  0.86666667
  0.8       ]"|0.001075327629223466|3.0
1|Service was fine and the waitress was friendly.|0.7666666666666666|0.9|0.9|The explanations consistently highlight the positive sentiment conveyed in the text, emphasizing satisfactory service and a pleasant experience.|['servic', 'fine', 'waitress', 'friendli', '.']|[0.         0.         0.         ... 0.76666667 0.9        0.9       ]|0.9966346621513367|0.0
1|The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.|1.0|0.9|0.9|The various explanations suggest that the sentiment expressed in the text is highly positive, with the mention of the steak being the best ever eaten by the son contributing to the positivity and reinforcing the positive sentiment of others who have also had steaks.|"['guy', 'steak', ',', 'steak', 'love', 'son', 'steak', 'best', 'worst', 'place', 'said', 'best', 'steak', ""he'"", 'ever', 'eaten', '.']"|[0.  0.  0.  ... 1.  0.9 0.9]|0.9984751343727112|1.0
1|We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.|0.8000000000000002|0.9|0.8666666666666667|The majority of the explanations indicate that the user had a positive experience with the sushi place, expressing satisfaction, enjoyment, and that it exceeded their expectations.|['thought', 'ventur', 'away', 'get', 'good', 'sushi', ',', 'place', 'realli', 'hit', 'spot', 'night', '.']|[0.         0.         0.         ... 0.8        0.9        0.86666667]|0.9948869347572327|1.0
0|Host staff were, for lack of a better word, BITCHES!|-0.8333333333333334|0.8666666666666667|0.7666666666666666|"The explanations indicate that the sentiment of the text is very negative, specifically towards the host staff, with the word ""bitches"" reinforcing this sentiment. The confidence rating is slightly reduced due to the use of an informal term."|['host', 'staff', ',', 'lack', 'better', 'word', ',', 'bitch']|"[ 0.          0.          0.         ... -0.83333333  0.86666667
  0.76666667]"|0.0020936133805662394|2.0
0|Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...|-0.8666666666666667|0.9|0.7999999999999999|"The overall sentiment of the explanations is negative, with the user expressing dislike, frustration, and a clear dissatisfaction towards the place, using negative language such as ""bland"" and ""not liking."" The user also mentions not wanting to waste time on a bad reviewing."|"['bland', '...', 'like', 'place', 'number', 'reason', 'want', 'wast', 'time', 'bad', 'review', '.', '.', ""i'll"", 'leav', '...']"|"[ 0.          0.          0.         ... -0.86666667  0.9
  0.8       ]"|0.010370476171374321|2.0
1|Phenomenal food, service and ambiance.|1.0|0.9666666666666668|1.0|"The text consistently uses positive and strong words like ""phenomenal,"" ""food,"" ""service,"" and ""ambiance,"" indicating a highly positive sentiment and giving high confidence in the rating."|['phenomen', 'food', ',', 'servic', 'ambianc', '.']|[0.         0.         0.         ... 1.         0.96666667 1.        ]|0.9992490410804749|1.0
0|I wouldn't return.|-0.7666666666666666|0.8666666666666667|0.8666666666666667|"The general sentiment in the explanations is that the statement ""I wouldn't return"" has a negative sentiment due to the use of the word ""wouldn't"" indicating a strong negative feeling towards not coming back."|['return', '.']|"[ 0.          0.          0.         ... -0.76666667  0.86666667
  0.86666667]"|0.000644777319394052|3.0
1|Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.|0.8000000000000002|0.9|0.9|The explanations suggest a positive sentiment towards the pork belly dish, as it is described as worth venturing off the strip for and the user expresses a desire to return for it the next time they are in Vegas.|"['definit', 'worth', 'ventur', 'strip', 'pork', 'belli', ',', 'return', 'next', 'time', ""i'm"", 'vega', '.']"|[0.  0.  0.  ... 0.8 0.9 0.9]|0.997075080871582|2.0
0|This place is way too overpriced for mediocre food.|-0.7833333333333333|0.8333333333333334|0.9|The explanations suggest that the user's sentiment towards the place is negative, as they feel it is overpriced and the food is mediocre.|['place', 'way', 'overpr', 'mediocr', 'food', '.']|"[ 0.          0.          0.         ... -0.78333333  0.83333333
  0.9       ]"|0.005058841314166784|1.0
1|Penne vodka excellent!|1.0|0.8666666666666667|0.9666666666666668|"Overall, the explanations consistently highlight that the phrase ""Penne vodka excellent!"" indicates a strong and positive sentiment, as it uses the word ""excellent"" to describe the dish and suggests high satisfaction and positive experience."|['penn', 'vodka', 'excel']|[0.         0.         0.         ... 1.         0.86666667 0.96666667]|0.9988768696784973|0.0
1|They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.|0.9333333333333332|0.8833333333333333|0.9|The overall sentiment towards the food is positive, as indicated by the mention of a good selection and positive descriptors such as massive, crispy, delish, and tasty.|['good', 'select', 'food', 'includ', 'massiv', 'meatloaf', 'sandwich', ',', 'crispi', 'chicken', 'wrap', ',', 'delish', 'tuna', 'melt', 'tasti', 'burger', '.']|[0.         0.         0.         ... 0.93333333 0.88333333 0.9       ]|0.9988186955451965|3.0
0|The management is rude.|-0.8333333333333334|0.8666666666666667|0.9|The summary explanation is that the management is perceived negatively due to their rude behavior, leading to a high level of confidence in the very negative sentiment rating.|['manag', 'rude', '.']|"[ 0.          0.          0.         ... -0.83333333  0.86666667
  0.9       ]"|0.004237007815390825|1.0
1|Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.|0.8666666666666667|0.9|0.9333333333333332|The explanations overall highlight the positive sentiment towards the delicious NYC bagels, good selection of cream cheese, and real Lox with capers, emphasizing the tasty and diverse options available.|['delici', 'nyc', 'bagel', ',', 'good', 'select', 'cream', 'chees', ',', 'real', 'lox', 'caper', 'even', '.']|[0.         0.         0.         ... 0.86666667 0.9        0.93333333]|0.9967310428619385|0.0
1|Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.|0.95|0.9|0.7666666666666666|The overall sentiment expressed is highly positive, as the user describes the Subway as great and exceeding expectations when compared to other locations.|['great', 'subway', ',', 'fact', 'good', 'come', 'everi', 'subway', 'meet', 'expect', '.']|[0.         0.         0.         ... 0.95       0.9        0.76666667]|0.9877101182937622|0.0
1|I had a seriously solid breakfast here.|0.8333333333333334|0.8333333333333334|0.8333333333333334|"The breakfast experience was described as positive and highly satisfying, as indicated by the use of the phrase ""seriously solid""."|['serious', 'solid', 'breakfast', '.']|[0.         0.         0.         ... 0.83333333 0.83333333 0.83333333]|0.9893681406974792|4.0
1|This is one of the best bars with food in Vegas.|0.9666666666666668|0.8666666666666667|0.9|The user's prompt suggests that the bar with food in Vegas is highly regarded and considered one of the best, due to the use of positive language and mention of great food.|['one', 'best', 'bar', 'food', 'vega', '.']|[0.         0.         0.         ... 0.96666667 0.86666667 0.9       ]|0.9988186955451965|3.0
0|He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.|-0.8333333333333334|0.9|0.7833333333333333|The majority of the explanations emphasize the highly negative sentiment expressed by the user, focusing on their dissatisfaction with the rudeness of someone and their preference to dine at alternative restaurants in Vegas. Overall, there is a strong consensus regarding the negative sentiment and the reasons behind it.|['extrem', 'rude', 'realli', ',', 'mani', 'restaur', 'would', 'love', 'dine', 'weekend', 'vega', '.']|"[ 0.          0.          0.         ... -0.83333333  0.9
  0.78333333]"|0.0022348728962242603|0.0
1|My drink was never empty and he made some really great menu suggestions.|0.8000000000000002|0.9|0.9333333333333332|The user's statement is rated as positive because they consistently note the drink never being empty and receiving great menu suggestions, leading to an overall positive sentiment.|['drink', 'never', 'empti', 'made', 'realli', 'great', 'menu', 'suggest', '.']|[0.         0.         0.         ... 0.8        0.9        0.93333333]|0.9966346621513367|0.0
0|Don't do it!!!!|-0.8333333333333334|0.9|0.8333333333333334|"The phrase ""Don't do it!!!!"" is a highly negative and intense warning or advice against a particular action, evident from the strong emphasis and multiple exclamation marks."|[]|"[ 0.          0.          0.         ... -0.83333333  0.9
  0.83333333]"|0.0014530910411849618|1.0
0|The waiter wasn't helpful or friendly and rarely checked on us.|-0.7833333333333333|0.9|0.9|The explanations consistently highlight a negative sentiment towards the restaurant, specifically regarding the unhelpful and unfriendly behavior of the waiter, who rarely checked on the customers. Overall, the sentiment is negative due to the poor customer experience.|['waiter', 'help', 'friendli', 'rare', 'check', 'us', '.']|"[ 0.          0.          0.         ... -0.78333333  0.9
  0.9       ]"|0.025912703946232796|0.0
0|My husband and I ate lunch here and were very disappointed with the food and service.|-0.7666666666666666|0.9|0.8666666666666667|"The text illustrates a strong negative sentiment towards both the food and service, with the mention of being ""very disappointed"" reinforcing this sentiment. The clear and detailed explanation supports the negative sentiment score."|['husband', 'ate', 'lunch', 'disappoint', 'food', 'servic', '.']|"[ 0.          0.          0.         ... -0.76666667  0.9
  0.86666667]"|0.00692329416051507|4.0
0|And the red curry had so much bamboo shoots and wasn't very tasty to me.|-0.6333333333333333|0.8333333333333334|0.8333333333333334|In summary, the sentiment of the text is negative as the author expresses disappointment in the taste of the red curry and mentions that it had an excessive amount of bamboo shoots. The sentiment score also indicates a negative sentiment with high confidence.|['red', 'curri', 'much', 'bamboo', 'shoot', 'tasti', '.']|"[ 0.          0.          0.         ... -0.63333333  0.83333333
  0.83333333]"|0.0016700760461390018|1.0
1|Nice blanket of moz over top but i feel like this was done to cover up the subpar food.|-0.6|0.8000000000000002|0.8666666666666667|"The overall sentiment is negative as the mention of a ""nice blanket of moz"" implies good appearance, but the phrase ""done to cover up the subpar food"" reflects disappointment in the quality."|['nice', 'blanket', 'moz', 'top', 'feel', 'like', 'done', 'cover', 'subpar', 'food', '.']|"[ 0.          0.          0.         ... -0.6         0.8
  0.86666667]"|0.0017429713625460863|3.0
1|The bathrooms are clean and the place itself is well decorated.|0.7833333333333333|0.8666666666666667|0.9|The majority of explanations indicate that the sentiment expressed in the statement is positive, with an emphasis on the cleanliness of the bathrooms and the attractive decoration of the place contributing to this sentiment.|['bathroom', 'clean', 'place', 'well', 'decor', '.']|[0.         0.         0.         ... 0.78333333 0.86666667 0.9       ]|0.9982618689537048|0.0
0|The menu is always changing, food quality is going down & service is extremely slow.|-0.7333333333333334|0.8666666666666667|0.8666666666666667|The overall sentiment is negative, as the explanations point out dissatisfaction with the changing menu, declining food quality, and slow service.|['menu', 'alway', 'chang', ',', 'food', 'qualiti', 'go', 'servic', 'extrem', 'slow', '.']|"[ 0.          0.          0.         ... -0.73333333  0.86666667
  0.86666667]"|0.016500165686011314|1.0
0|The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.|-0.2666666666666666|0.8000000000000002|0.8333333333333334|The sentiment score is negative because the user experienced slow service, despite being served by three people, and the confidence rating is high due to the specific details provided. The user expresses disappointment with the slow service, providing clear and specific details to support the sentiment rating. Additionally, the slightly positive sentiment score is attributed to the acknowledgement that they were served by three servers, although the slow pace of the food affected their overall perception.|['servic', 'littl', 'slow', ',', 'consid', 'serv', 'peopl', 'server', 'food', 'come', 'slow', 'pace', '.']|"[ 0.          0.          0.         ... -0.26666667  0.8
  0.83333333]"|0.008907350711524487|0.0
0|I give it 2 thumbs down|-0.8000000000000002|0.9|0.8666666666666667|"The phrase ""2 thumbs down"" is a widely recognized expression conveying a negative sentiment, which is reflected in the sentiment score and justified by the explanation."|['give', 'thumb']|"[ 0.          0.          0.         ... -0.8         0.9
  0.86666667]"|0.005186742637306452|1.0
0|We watched our waiter pay a lot more attention to other tables and ignore us.|-0.7666666666666666|0.9|0.8333333333333334|The user expresses disappointment, frustration, and dissatisfaction with the service due to the waiter paying more attention to other tables and ignoring them, resulting in a negative sentiment.|['watch', 'waiter', 'pay', 'lot', 'attent', 'tabl', 'ignor', 'us', '.']|"[ 0.          0.          0.         ... -0.76666667  0.9
  0.83333333]"|0.004852984566241503|4.0
1|My fiancé and I came in the middle of the day and we were greeted and seated right away.|0.9333333333333332|0.9166666666666666|0.9333333333333332|The sentiment of the text is positive as the user had a pleasant experience with a prompt greeting and seating.|['fianc', 'came', 'middl', 'day', 'greet', 'seat', 'right', 'away', '.']|[0.         0.         0.         ... 0.93333333 0.91666667 0.93333333]|0.9982091188430786|4.0
1|This is a great restaurant at the Mandalay Bay.|0.9333333333333332|0.9|1.0|The user's statement about the restaurant at Mandalay Bay is consistently positive, indicating a positive sentiment towards the dining experience.|['great', 'restaur', 'mandalay', 'bay', '.']|[0.         0.         0.         ... 0.93333333 0.9        1.        ]|0.9983285069465637|0.0
0|We waited for forty five minutes in vain.|-0.7666666666666666|0.8666666666666667|0.9|The user expresses frustration and dissatisfaction with waiting for forty five minutes in vain, indicating a clear negative sentiment.|['wait', 'forti', 'five', 'minut', 'vain', '.']|"[ 0.          0.          0.         ... -0.76666667  0.86666667
  0.9       ]"|0.006877928506582975|0.0
0|Crostini that came with the salad was stale.|-0.7666666666666666|0.8666666666666667|0.8666666666666667|The overall sentiment of the statement is strongly negative (-0.8), with high confidence (0.9) and a high explanation grade (0.9), as the user clearly expresses dissatisfaction with the stale crostini.|['crostini', 'came', 'salad', 'stale', '.']|"[ 0.          0.          0.         ... -0.76666667  0.86666667
  0.86666667]"|0.006877928506582975|0.0
1|Some highlights : Great quality nigiri here!|0.85|0.8333333333333334|0.8333333333333334|The prompt is consistently rated as positive because the user expresses enthusiasm and describes the nigiri as great in terms of quality and experience.|['highlight', ':', 'great', 'qualiti', 'nigiri']|[0.         0.         0.         ... 0.85       0.83333333 0.83333333]|0.9892542362213135|0.0
1|the staff is friendly and the joint is always clean.|0.9333333333333332|0.9333333333333332|0.9|"The overall sentiment of the explanations is positive, as they consistently mention words like ""friendly"" and ""clean"" to describe a positive experience with the staff and establishment."|['staff', 'friendli', 'joint', 'alway', 'clean', '.']|[0.         0.         0.         ... 0.93333333 0.93333333 0.9       ]|0.9992490410804749|1.0
1|this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.|0.8666666666666667|0.8666666666666667|0.9499999999999998|"The sentiment score is positive as the user consistently describes the experience as ""wonderful,"" ""tender,"" and ""well-flavored,"" and expresses confidence in their positive perception. The use of positive words, a comparison to a previous experience, and clear evidence support this positive rating."|['differ', 'cut', 'piec', 'day', 'still', 'wonder', 'tender', 'well', 'well', 'flavor', '.']|[0.         0.         0.         ... 0.86666667 0.86666667 0.95      ]|0.998080849647522|2.0
1|I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.|0.8666666666666667|0.8333333333333334|0.9|The overall sentiment is highly positive, with the user expressing their satisfaction and enjoyment with the Voodoo pasta, emphasizing that it was a great experience after struggling to find gluten-free options for years.|"['order', 'voodoo', 'pasta', 'first', 'time', ""i'd"", 'realli', 'excel', 'pasta', 'sinc', 'go', 'gluten', 'free', 'sever', 'year', 'ago', '.']"|[0.         0.         0.         ... 0.86666667 0.83333333 0.9       ]|0.9992665648460388|1.0
1|this place is good.|1.0|0.9166666666666666|0.9|"The explanations consistently state that the phrase ""this place is good"" expresses a positive sentiment, indicating a favorable opinion about the place, without any ambiguity."|['place', 'good', '.']|[0.         0.         0.         ... 1.         0.91666667 0.9       ]|0.9968233108520508|0.0
0|Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.|-0.6999999999999998|0.8666666666666667|0.8000000000000002|The summary explanation is that the text has a negative sentiment because it expresses disappointment with stale food from the bakery, supported by a sentiment score of -0.8 and a high confidence rating of 0.9.|['unfortun', ',', 'must', 'hit', 'bakeri', 'leftov', 'day', 'everyth', 'order', 'stale', '.']|"[ 0.          0.          0.         ... -0.7         0.86666667
  0.8       ]"|0.0016700760461390018|1.0
0|I came back today since they relocated and still not impressed.|-0.3333333333333333|0.7666666666666666|0.8000000000000002|The user mentions being unimpressed and not impressed even after a relocation, indicating a level of disappointment and dissatisfaction, resulting in a negative sentiment overall.|['came', 'back', 'today', 'sinc', 'reloc', 'still', 'impress', '.']|"[ 0.          0.          0.         ... -0.33333333  0.76666667
  0.8       ]"|0.004067921079695225|2.0
1|I was seated immediately.|0.9333333333333332|0.8666666666666667|0.8666666666666667|"The majority of explanations suggest that the statement ""I was seated immediately"" is positive because it indicates efficient and prompt service, which is generally seen as a positive experience."|['seat', 'immedi', '.']|[0.         0.         0.         ... 0.93333333 0.86666667 0.86666667]|0.9992490410804749|1.0
1|Their menu is diverse, and reasonably priced.|0.8666666666666667|0.9|0.9|The statement indicates a positive sentiment towards the menu due to its diverse options and reasonable prices.|['menu', 'divers', ',', 'reason', 'price', '.']|[0.         0.         0.         ... 0.86666667 0.9        0.9       ]|0.9969161748886108|4.0
0|Avoid at all cost!|-0.8666666666666667|0.9|0.8000000000000002|"The prompt ""Avoid at all cost!"" conveys a strongly negative sentiment, emphasizing the urgency and severity of the need to avoid something."|['avoid', 'cost']|"[ 0.          0.          0.         ... -0.86666667  0.9
  0.8       ]"|0.001075327629223466|3.0
1|Restaurant is always full but never a wait.|0.8666666666666667|0.8333333333333334|0.8666666666666667|The overall sentiment is positive because the restaurant is always full, indicating popularity, and there is never a wait, suggesting good service and efficiency.|['restaur', 'alway', 'full', 'never', 'wait', '.']|[0.         0.         0.         ... 0.86666667 0.83333333 0.86666667]|0.9957655668258667|2.0
1|DELICIOUS!!|1.0|0.9666666666666668|1.0|"The word ""delicious!!"" is a highly positive and enthusiastic expression used to convey strong satisfaction and enjoyment towards something tasty."|['delici']|[0.         0.         0.         ... 1.         0.96666667 1.        ]|0.9992490410804749|1.0
1|This place is hands-down one of the best places to eat in the Phoenix metro area.|1.0|0.9|1.0|The general consensus is that this place is one of the best places to eat in the Phoenix metro area, with strong confidence and enthusiasm expressed by reviewers.|['place', 'hands-down', 'one', 'best', 'place', 'eat', 'phoenix', 'metro', 'area', '.']|[0.  0.  0.  ... 1.  0.9 1. ]|0.9968233108520508|0.0
0|So don't go there if you are looking for good food...|-0.8000000000000002|0.8833333333333333|0.8666666666666667|"The overall sentiment expressed in the explanations is negative, as the phrase ""don't go there if you are looking for good food"" implies dissatisfaction and disappointment towards the place mentioned."|['go', 'look', 'good', 'food', '...']|"[ 0.          0.          0.         ... -0.8         0.88333333
  0.86666667]"|0.004479104653000832|0.0
0|I've never been treated so bad.|-0.8000000000000002|0.9|0.8666666666666667|The statement conveys a highly negative sentiment, with the user expressing their dissatisfaction and feeling that they have been treated poorly to an extreme extent.|"[""i'v"", 'never', 'treat', 'bad', '.']"|"[ 0.          0.          0.         ... -0.8         0.9
  0.86666667]"|0.000644777319394052|3.0
1|Bacon is hella salty.|-0.7666666666666666|0.9|0.8666666666666667|The majority of the explanations imply a negative sentiment towards bacon, specifically highlighting its excessive saltiness, and express this sentiment with confidence.|['bacon', 'hella', 'salti', '.']|"[ 0.          0.          0.         ... -0.76666667  0.9
  0.86666667]"|0.000644777319394052|3.0
0|We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.|-0.75|0.8833333333333333|0.9166666666666666|The general consensus is that the text expresses disappointment and dissatisfaction with a spinach and avocado salad, specifically mentioning that the ingredients were sad and the dressing had zero taste. This consistent use of negative language indicates a negative sentiment towards the taste and quality of the food.|['also', 'order', 'spinach', 'avocado', 'salad', ';', 'ingredi', 'sad', 'dress', 'liter', 'zero', 'tast', '.']|"[ 0.          0.          0.         ... -0.75        0.88333333
  0.91666667]"|0.00766377430409193|4.0
1|This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.|0.8666666666666667|0.9|0.8666666666666667|The explanations suggest a positive sentiment towards the nostalgic and traditional experience of fine dining in Vegas.|['realli', 'vega', 'fine', 'dine', 'use', ',', 'right', 'menu', 'hand', 'ladi', 'price', 'list', '.']|[0.         0.         0.         ... 0.86666667 0.9        0.86666667]|0.9927189350128174|4.0
1|The waitresses are very friendly.|0.9333333333333332|0.9|0.9666666666666668|The statement consistently describes the waitresses as very friendly, reflecting a positive sentiment with high confidence.|['waitress', 'friendli', '.']|[0.         0.         0.         ... 0.93333333 0.9        0.96666667]|0.9985219836235046|2.0
1|Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!|0.8000000000000002|0.9|0.9|The overall sentiment towards the Khao Soi dish is positive, as the explanations consistently highlight the enthusiasm, strong recommendation, and appreciation for the dish, emphasizing its excellence and appeal to curry lovers.|['lordi', ',', 'khao', 'soi', 'dish', 'miss', 'curri', 'lover']|[0.  0.  0.  ... 0.8 0.9 0.9]|0.9972796440124512|3.0
1|Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.|0.9333333333333332|0.8833333333333334|0.9333333333333332|"The statement conveys a strongly positive sentiment as the user describes everything on the menu as ""terrific"" and expresses being ""thrilled"" with the accommodations for their vegetarian daughter."|['everyth', 'menu', 'terrif', 'also', 'thrill', 'made', 'amaz', 'accommod', 'vegetarian', 'daughter', '.']|[0.         0.         0.         ... 0.93333333 0.88333333 0.93333333]|0.9988025426864624|0.0
0|Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.|-0.3666666666666667|0.85|0.8666666666666667|The overall sentiment is slightly positive, with some users expressing disappointment but acknowledging the possibility of an off night, and a slight negative sentiment with uncertainty and a lack of enthusiasm mentioned.|"['perhap', 'caught', 'night', 'judg', 'review', ',', ""i'm"", 'inspir', 'go', 'back', '.']"|"[ 0.          0.          0.         ... -0.36666667  0.85
  0.86666667]"|0.003458070568740368|2.0
0|The service here leaves a lot to be desired.|-0.7666666666666666|0.9333333333333332|0.8666666666666667|"The service receives negative ratings due to the customers' dissatisfaction and disappointment, as expressed by the phrase ""leaves a lot to be desired""."|['servic', 'leav', 'lot', 'desir', '.']|"[ 0.          0.          0.         ... -0.76666667  0.93333333
  0.86666667]"|0.007731118239462376|1.0
1|The atmosphere is modern and hip, while maintaining a touch of coziness.|0.8000000000000002|0.9|0.9|The atmosphere is described as both modern and hip, with a pleasant touch of coziness, creating a trendy, cool, and comfortable experience.|['atmospher', 'modern', 'hip', ',', 'maintain', 'touch', 'cozi', '.']|[0.  0.  0.  ... 0.8 0.9 0.9]|0.9972796440124512|3.0
1|Not a weekly haunt, but definitely a place to come back to every once in a while.|0.3833333333333333|0.8333333333333334|0.7999999999999999|The overall sentiment of the explanations is slightly positive, indicating that the user finds the place enjoyable and worth revisiting occasionally.|['weekli', 'haunt', ',', 'definit', 'place', 'come', 'back', 'everi', '.']|[0.         0.         0.         ... 0.38333333 0.83333333 0.8       ]|0.03658277541399002|1.0
0|We literally sat there for 20 minutes with no one asking to take our order.|-0.7333333333333334|0.8666666666666667|0.8333333333333334|The sentiment score is negative (-0.8) with a confidence rating of 0.9, as the user expresses frustration and dissatisfaction due to a negative experience of waiting for 20 minutes without receiving any service.|['liter', 'sat', 'minut', 'one', 'ask', 'take', 'order', '.']|"[ 0.          0.          0.         ... -0.73333333  0.86666667
  0.83333333]"|0.004020033869892359|2.0
0|The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.|-0.8333333333333334|0.9|0.8333333333333334|The summary explanation is that the burger received negative sentiment because it had no flavor, bland meat, was overcooked, and lacked charcoal flavor.|['burger', 'absolut', 'flavor', 'meat', 'total', 'bland', ',', 'burger', 'overcook', 'charcoal', 'flavor', '.']|"[ 0.          0.          0.         ... -0.83333333  0.9
  0.83333333]"|0.0014742875937372446|3.0
0|I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.|0.1666666666666666|0.7333333333333334|0.7666666666666666|The sentiment of the text is slightly positive, with the user expressing satisfaction with not sending something back and showing empathy towards the distressed waitress, which slightly dampens the overall positivity.|['also', 'decid', 'send', 'back', 'waitress', 'look', 'like', 'verg', 'heart', 'attack', '.']|[0.         0.         0.         ... 0.16666667 0.73333333 0.76666667]|0.07323514670133591|2.0
0|I dressed up to be treated so rudely!|-0.8000000000000002|0.9|0.8333333333333334|The user expresses a clear negative sentiment as they feel upset and mistreated after making an effort to dress up, resulting in disappointment and resentment towards being treated rudely.|['dress', 'treat', 'rude']|"[ 0.          0.          0.         ... -0.8         0.9
  0.83333333]"|0.0028136589098721743|2.0
0|It was probably dirt.|-0.1666666666666666|0.5|0.5666666666666668|The average sentiment is mostly neutral with a slight inclination towards positive, as the statement conveys uncertainty but does not convey a strong negative sentiment.|['probabl', 'dirt', '.']|"[ 0.          0.          0.         ... -0.16666667  0.5
  0.56666667]"|0.05821872875094414|1.0
1|Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.|0.9|0.8333333333333334|0.8333333333333334|The overall explanation suggests that the place is highly praised for its healthy and flavorful food, satisfying the users' desires without any compromise in quantity or taste, leading to a strong positive sentiment.|['love', 'place', ',', 'hit', 'spot', 'want', 'someth', 'healthi', 'lack', 'quantiti', 'flavor', '.']|[0.         0.         0.         ... 0.9        0.83333333 0.83333333]|0.9909244179725647|0.0
1|I ordered the Lemon raspberry ice cocktail which was also incredible.|0.8333333333333334|0.8666666666666667|0.9333333333333332|"The user's statement about the Lemon raspberry ice cocktail being ""incredible"" suggests a very positive sentiment, as the use of such a strong positive word indicates a very positive experience overall."|['order', 'lemon', 'raspberri', 'ice', 'cocktail', 'also', 'incred', '.']|[0.         0.         0.         ... 0.83333333 0.86666667 0.93333333]|0.9981606602668762|2.0
0|The food sucked, which we expected but it sucked more than we could have imagined.|-0.9|0.8333333333333334|0.85|The explanations all agree that the sentiment towards the food is very negative, with an emphasis on it being worse than expected or anticipated. However, some explanations suggest that there is room for improvement in terms of providing more specific details and depth.|['food', 'suck', ',', 'expect', 'suck', 'could', 'imagin', '.']|"[ 0.          0.          0.         ... -0.9         0.83333333
  0.85      ]"|0.003963589668273926|3.0
1|Interesting decor.|0.6999999999999998|0.8333333333333334|0.9|"The phrase ""interesting decor"" has a positive sentiment as it suggests that the decor is unique, visually appealing, and intriguing without any negative connotations."|['interest', 'decor', '.']|[0.         0.         0.         ... 0.7        0.83333333 0.9       ]|0.9950538873672485|4.0
1|What I really like there is the crepe station.|0.85|0.8666666666666667|0.8666666666666667|The explanations indicate that the statement expresses a positive sentiment, specifically towards the crepe station, with clear and unambiguous mentions of liking and enjoyment.|['realli', 'like', 'crepe', 'station', '.']|[0.         0.         0.         ... 0.85       0.86666667 0.86666667]|0.9931786060333252|0.0
1|Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.|0.8666666666666667|0.8333333333333334|0.9|The overall sentiment expressed in the explanations is highly positive, indicated by the mention of delicious food items such as hot bread and butter, homemade potato chips with bacon bits, and a description of them as being very original and very good.|['also', 'serv', 'hot', 'bread', 'butter', ',', 'home', 'made', 'potato', 'chip', 'bacon', 'bit', 'top', '...', '.', 'origin', 'good', '.']|[0.         0.         0.         ... 0.86666667 0.83333333 0.9       ]|0.9991297125816345|3.0
1|you can watch them preparing the delicious food!)|0.7666666666666666|0.8666666666666667|0.8333333333333334|The text consistently conveys a positive sentiment by emphasizing the enjoyable experience of watching someone prepare delicious food, expressed through excitement and anticipation.|['watch', 'prepar', 'delici', 'food', ')']|[0.         0.         0.         ... 0.76666667 0.86666667 0.83333333]|0.9900190830230713|2.0
1|Both of the egg rolls were fantastic.|0.8500000000000001|0.9|0.9|"The user's statement ""Both of the egg rolls were fantastic"" indicates a highly positive and satisfying experience with no negative aspects mentioned."|['egg', 'roll', 'fantast', '.']|[0.   0.   0.   ... 0.85 0.9  0.9 ]|0.9969161748886108|4.0
0|When my order arrived, one of the gyros was missing.|-0.7333333333333334|0.8500000000000001|0.8333333333333334|The general sentiment is negative due to the disappointment and frustration caused by the missing gyro in the order.|['order', 'arriv', ',', 'one', 'gyro', 'miss', '.']|"[ 0.          0.          0.         ... -0.73333333  0.85
  0.83333333]"|0.004485709592700005|4.0
